ID,Name,Owner,Mailing_Address,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Franchise,Own_Lease,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Income_052019_062019,Income_052020_062020,Income_052021_062021,Profit_052019_062019,Profit_052020_062020,Profit_052021_062021,Selected_Open,Helpfulness,Long,Lat
6465,TIM HORTONS,Kelley Berge,171 BENTWORTH AVE,8199366491,5843587482,dpuf@inxwsgq.gbt,c9CUiv8caKlyt @ usj .com,Under 1 year,N,Own,60,3,52,98,32,40,Y,Y,Y,N,Mexican,N,Low-end,273010,46726,67044,10672,2948,2620,Y,5,-79.46826,43.71947
6466,TIM HORTONS,Leia VonRueden,853 THE QUEENSWAY,9358256913,4574261293,eqc@xecusdv.wzm,ivdZmUAY4sCVF @ nbh .com,1-5 years,Y,Own,43,8,11,138,17,91,N,Y,Y,N,Chinese,N,High-end,496853,126431,114373,11048,3511,2543,N,0,-79.50977,43.62473
6467,TIM HORTONS,Buddy Aimonetti,1900 O'CONNOR DR,8793293489,5877342351,uoyeilfcxs@optqld.mci,iYhU1vsbNMP00 @ alx .com,Over 20 years,N,Own,41,10,29,164,69,97,Y,N,Y,N,Korean,N,High-end,709833,31249,496530,29489,6936,20628,Y,5,-79.30288,43.72331
6468,TIM HORTONS,Kenneth Cronin,246 BLOOR ST W,6933749478,1239356435,zgbniv@alyuwtgho.ymc,wu6ROK8vB7Oif @ rix .com,6-10 years,Y,"Lease, want to purchase",26,14,31,79,52,90,Y,Y,Y,N,Chinese,N,Low-end,194891,59794,146809,4560,425,3435,Y,3,-79.39765,43.6681
6469,TIM HORTONS,Lydia Spencer,1751 ALBION RD,7395375921,6815766497,ne@uhklczaxp.det,LiZKEI0culhth @ cuv .com,Over 20 years,N,Lease,47,13,4,77,41,97,Y,Y,Y,N,Korean,N,Low-end,245844,109164,114572,10634,1652,4955,N,0,-79.60538,43.74363
6470,TIM HORTONS,Rory Nitzsche,3465 KINGSTON RD,9414123759,9233217436,ieldg@md.ali,QZecgxObQf7jQ @ mcs .com,Under 1 year,N,Lease,18,1,19,74,62,59,N,N,Y,N,Japanese,N,Average,519658,86225,84673,19868,3387,3237,N,0,-79.21758,43.73792
6471,TIM HORTONS,Ferne Marks,"5555 EGLINTON AVE W, Unit-B",5374579358,2647695487,h@vucnzofx.gjc,zOh58R5BPnq9L @ cda .com,Over 20 years,N,Own,44,15,1,83,55,41,Y,N,N,N,Mediterranean,N,Average,316340,14923,16934,10044,5090,537,N,0,-79.60354,43.65004
6472,TIM HORTONS,Bud Robel,55 YORK ST,4377155621,1479686543,sqbimar@iylfwexpk.wbt,dYIv3TOY8HPEO @ uqt .com,11-20 years,Y,"Lease, want to purchase",12,17,49,113,25,62,N,Y,Y,N,Chinese,N,Low-end,222273,90829,140126,6323,184,3986,Y,4,-79.38271,43.64615
6473,TIM HORTONS,Deon Morissette,"444 YONGE ST, Unit-F19",2765836934,7244568537,koxmqdepjf@wzrxe.xcq,kSujYOKrg1SSA @ fle .com,1-5 years,N,Own,64,5,35,109,47,45,Y,N,N,N,Italian,N,Low-end,246900,10075,85013,6123,1484,2108,Y,2,-79.38404,43.66062
6474,TIM HORTONS,Casie Kilback,111 CARLTON ST,7268299183,9538543492,vpye@kirvun.fmd,CmTr8rOWUMMAx @ vax .com,1-5 years,N,Lease,51,11,15,84,25,88,N,Y,N,Y,American,N,Low-end,162845,22168,170474,4670,978,4888,Y,1,-79.37699,43.66207
6475,TIM HORTONS,Willena O'Kon,380 WESTON RD,7488491352,7951536297,lyabnmwksz@u.upf,BkJjbcw1GUQXh @ cti .com,Under 1 year,Y,Own,14,8,52,86,46,91,N,N,Y,N,Vietnamese,N,Low-end,173231,781,209949,7220,781,8750,Y,4,-79.47589,43.68043
6476,TIM HORTONS,Hobert Greenfelder,3389 STEELES AVE E,1546238974,5282371639,imlxyuof@gwvtcbshu.yja,PRUE58AKcmFf8 @ ocs .com,1-5 years,N,Own,11,3,46,103,8,43,Y,Y,Y,N,Greek,N,Average,226272,70295,116502,4662,247,2400,Y,3,-79.34363,43.81346
6477,TIM HORTONS,Broderick Raynor,"2575 DANFORTH AVE, Unit-1",5745795487,7389178759,ijkftdogwl@kcmozhsg.cpr,rciKQikhY3yCS @ juz .com,6-10 years,N,Own,9,14,11,100,45,63,Y,N,Y,N,Thai,N,High-end,727565,424943,382161,29343,764,15413,N,0,-79.30032,43.6882
6478,TIM HORTONS,Refugio Blick,750 DUNDAS ST W,5127564672,8394394526,rysqhjv@nozhsmbag.gsy,KKSkSw6WLsGt5 @ dgy .com,11-20 years,N,Own,64,7,12,100,58,61,Y,N,Y,N,Vietnamese,Y,Average,291836,79881,83652,8243,1152,2362,N,0,-79.40643,43.65231
6479,TIM HORTONS,Angelyn Sipes,2500 EGLINTON AVE E,3255127314,2135326879,nyamisf@he.scd,eLekAlM9T9xRF @ pyk .com,6-10 years,N,Own,21,11,6,132,10,96,Y,N,Y,N,Vietnamese,N,High-end,694538,172563,460103,24095,4488,15962,Y,3,-79.25771,43.73506
6480,TIM HORTONS,Trena Hauck,65 QUEEN ST W,6435916875,1328124916,nmghyo@ivxd.qfr,repn5SHafK88H @ kgf .com,Under 1 year,N,Own,56,11,28,160,29,65,Y,N,N,N,Mexican,Y,High-end,722703,335498,341651,27626,1522,13060,Y,1,-79.382320000000007,43.65169
6481,TIM HORTONS,Isa Gerhold,8129 SHEPPARD AVE E,4762651583,6525363761,wjkqort@zjibkwrq.acy,PHJagZiRsneHF @ vvh .com,11-20 years,Y,Own,38,6,10,119,34,75,Y,Y,Y,N,Italian,N,Average,266500,40069,42577,9307,3063,1486,N,0,-79.19812,43.8021
6482,TIM HORTONS,Davis Kreiger,"5641 STEELES AVE E, Unit-1",2355617351,1946921296,wsatzxinv@ztjlykpvhb.cbv,EWnMs8ZC81SSv @ ues .com,1-5 years,Y,Own,5,12,9,166,37,90,Y,Y,N,N,Vietnamese,Y,Average,344047,176447,396292,14184,8510,16338,Y,5,-79.26689,43.83262
6483,TIM HORTONS,Kari Russel,3514 WESTON RD,6317641728,9453754563,jrdnpvmc@grwbs.lbe,jUuKBc54A5nZM @ lnj .com,Under 1 year,N,Lease,43,8,57,137,59,71,Y,Y,Y,N,Mexican,N,Average,249491,10299,154754,8920,2425,5533,Y,2,-79.54302,43.75244
6484,TIM HORTONS,Omega Hammes,415 DANFORTH RD,3475696124,7536714596,olygk@gqhekiua.vot,bYjCs8WudVg6f @ ign .com,Under 1 year,N,Own,40,16,53,131,55,55,Y,N,N,N,Greek,N,High-end,480397,187165,319430,16129,5643,10724,Y,4,-79.26811,43.7062
6485,TIM HORTONS,Elmer Emmerich,"75 ELLESMERE RD, Unit-B4",5246845146,4851868579,kzrlope@qxuh.pji,8P9kUs4ctnRZ7 @ ylk .com,1-5 years,N,Lease,27,14,48,103,21,92,Y,N,Y,N,American,N,Average,330749,91496,187479,10531,4513,5969,Y,2,-79.31295,43.75794
6486,TIM HORTONS,Phil Cormier,"700 LAWRENCE AVE W, Unit-117",2863721827,2865869281,t@usobzn.vti,DoZSdF2YV2RFh @ dgh .com,Over 20 years,N,Own,65,2,10,94,12,90,Y,N,Y,N,Chinese,N,Average,323557,164203,178497,11203,2848,6180,N,0,-79.44743,43.71693
6487,TIM HORTONS,Ida Crooks,18 KING ST E,4692765348,4264895389,cn@h.rqb,9wGDhSi6Z3cem @ jxo .com,1-5 years,N,"Lease, want to purchase",44,10,54,97,3,63,Y,N,N,N,Mexican,N,Average,354433,25330,333850,12455,5508,11731,Y,5,-79.37709,43.64945
6488,TIM HORTONS,Clement Hand,5955 LESLIE ST,9815377698,8758134712,kbyau@yvzld.hli,Hz4JUg7UP2iR4 @ xba .com,Over 20 years,Y,Lease,15,2,12,117,20,83,Y,Y,N,N,Korean,Y,Average,177198,13633,13250,7057,1841,527,N,0,-79.36962,43.79835
6489,TIM HORTONS,Lamont Walker,2 QUEEN ST E,6213981276,1384288627,n@shjwdkio.mao,OtsPgj3w2YQOZ @ pfa .com,11-20 years,N,Lease,39,4,4,120,67,70,Y,N,Y,N,Japanese,N,Average,474027,37407,40942,15407,7756,1330,N,0,-79.37885,43.65275
6490,TIM HORTONS,Magdalene Bechtelar,33 YONGE ST,9732976549,3791541835,osv@zshkbtu.cpg,ZIv6blWvv7H1E @ euh .com,1-5 years,N,Lease,56,9,15,127,3,93,Y,Y,Y,N,Mediterranean,N,Average,516941,16700,18552,15084,1074,541,N,0,-79.3768,43.64741
6491,TIM HORTONS,Ingrid Mohr,3071 BLOOR ST W,9689785632,8637163125,psdzexib@cintqs.jaf,zJwX5df1WizLW @ ldi .com,6-10 years,N,"Lease, want to purchase",49,9,16,146,13,60,Y,Y,Y,N,Mexican,Y,Low-end,264625,153782,172791,8881,4728,5799,N,0,-79.51368,43.64659
6492,TIM HORTONS,Duane Stoltenberg,"4968 YONGE ST, Unit-5",3752952135,5481833562,rgenvxyow@pibxvwfc.jtf,bEcay5U9hRrDe @ vxv .com,Over 20 years,Y,Own,26,19,12,161,38,52,Y,N,N,N,Mediterranean,N,Average,509072,188924,172020,13990,2697,4727,N,0,-79.41262,43.76534
6493,TIM HORTONS,Maida Kshlerin,537 PARLIAMENT ST,6412614392,5344827961,qozvrihb@knswgy.pdh,q1A30wq3x7TuO @ hsj .com,Over 20 years,Y,Lease,10,3,16,126,54,44,Y,N,Y,Y,Chinese,Y,Low-end,231376,87498,88156,7309,2330,2784,N,0,-79.36858,43.66583
6494,TIM HORTONS,Inocencia Schamberger,825 CALEDONIA RD,3679157965,9586321284,tedz@lvjg.bvs,opQM6rjZ9v99o @ yof .com,11-20 years,N,Lease,6,15,6,104,23,81,Y,Y,Y,N,Mexican,Y,Average,434743,88533,83447,12031,1338,2309,N,0,-79.46311,43.70215
6495,TIM HORTONS,Soo Stanton,"3981 JANE ST, Unit 18",5899319378,9523823451,aehbco@tsakhz.awh,JOdVr7QFZBjxZ @ miz .com,Under 1 year,Y,Lease,51,17,10,158,46,57,N,Y,N,N,Vietnamese,N,Average,294802,17480,19282,12361,2787,808,N,0,-79.517080000000007,43.75634
6496,TIM HORTONS,Cecila Zieme,1521 YONGE ST,3465464715,5342359324,dkxo@frubhgose.lbw,VsiAGnVEF9EaD @ cun .com,Over 20 years,N,Own,28,13,19,163,26,50,Y,Y,Y,N,Chinese,N,Average,250123,50836,53970,7081,1067,1527,N,0,-79.39443,43.68963
6497,TIM HORTONS,Dannette Heidenreich,415 THE WESTWAY,1238423958,8912743578,hetordag@quvbz.vqd,fDvBbfwTPYZ32 @ mfb .com,Over 20 years,N,Own,61,18,2,109,22,91,N,Y,Y,N,American,N,Average,245163,105597,97296,9898,412,3928,N,0,-79.56485,43.6839
6498,TIM HORTONS,Thanh Feil,700 UNIVERSITY AVE,7581761834,6129562581,nuzjedrm@ksahozxvjm.nrf,HtHtoQ6p7NRXe @ ghl .com,Under 1 year,N,Own,18,17,28,130,31,74,Y,Y,Y,N,Indian,N,Average,209232,76182,125100,5801,1887,3468,Y,1,-79.39148,43.65908
6499,TIM HORTONS,Shanae Gutmann,2304 SHEPPARD AVE W,3499632457,3811931796,qjn@uwcjifrsb.sfz,N4N6ZcxyLVzza @ bry .com,1-5 years,Y,Lease,14,19,4,128,26,86,N,N,Y,Y,Chinese,Y,Average,316337,8219,200426,12873,1179,8156,Y,5,-79.5338,43.73499
6500,TIM HORTONS,Rolanda Watsica,340 FRONT ST W,6914856594,5319183947,jzrlmoq@rjhv.ifo,8SXco9tNLtiWp @ rzd .com,Over 20 years,N,Lease,43,15,6,152,7,58,Y,N,Y,N,Chinese,Y,Low-end,159976,63016,153533,6563,1,6299,Y,3,-79.39148,43.64374
6501,TIM HORTONS,Quintin Mosciski,3222 YONGE ST,3927891287,2577654695,orliz@wnophq.ohi,vMcpNPON7C77F @ llm .com,1-5 years,Y,Lease,47,15,5,106,26,55,Y,Y,N,N,Mexican,N,Average,361866,105202,101837,15582,145,4385,N,0,-79.40347,43.72883
6502,TIM HORTONS,Robyn Pfeffer,644 DIXON RD,4818124189,8494361862,yhwksigjrd@fxoswhqaj.oyk,leTKsTKaH6MEx @ hra .com,1-5 years,N,Lease,42,2,1,132,4,81,Y,Y,Y,N,Greek,Y,Average,372259,89585,82125,15108,2599,3333,N,0,-79.57663,43.69128
6503,TIM HORTONS,Harland Robel,438 UNIVERSITY AVE,8298434165,8213915783,donqb@wy.zmf,oJEChUd8TtxnE @ knm .com,11-20 years,N,Lease,9,6,15,157,42,82,Y,Y,Y,N,Others,Y,Average,328456,90873,103303,8238,1734,2591,N,0,-79.38855,43.65459
6504,TIM HORTONS,Hollis White,150 SHERWAY DR,6358432895,3892174871,sulg@frowq.wer,GHJqvORewvXLV @ vva .com,Under 1 year,Y,Lease,28,5,60,143,13,72,Y,Y,N,N,Indian,N,Average,214661,62533,214773,8035,2856,8039,Y,1,-79.56281,43.6093
6505,TIM HORTONS,Tiffiny Waelchi,"2900 WARDEN AVE, Unit-149A",6174251675,1435893185,bujkif@qkovnx.qov,K2q0Dq1JcMSF2 @ ilx .com,Under 1 year,N,Lease,68,3,16,105,48,92,Y,Y,Y,N,Others,Y,Low-end,272892,40281,36303,11701,3248,1556,N,0,-79.31837,43.79855
6506,TIM HORTONS,Sung Adams,720 WARDEN AVE,2837293796,6914185981,l@utwsnmcoad.ctk,pqR3OB8LFWcaF @ vbh .com,1-5 years,N,Lease,10,13,9,138,10,55,Y,N,N,N,Chinese,N,Low-end,209889,56658,59245,7294,767,2059,N,0,-79.28314,43.71637
6507,TIM HORTONS,Jeneva Okuneva,1094 BLOOR ST W,4284977589,2919234967,xtsmyjkfru@fuwmh.tvf,ShexkCg37i6CW @ laa .com,Over 20 years,N,Own,51,13,57,103,31,89,Y,N,Y,N,Mexican,Y,Average,315428,38544,256972,9878,492,8048,Y,3,-79.4343,43.66019
6508,TIM HORTONS,Eldora Stoltenberg,1176 ST CLAIR AVE W,8919547954,3595198954,fxdzsopye@myuhgrj.myp,xffCDzuDNXHWW @ cft .com,11-20 years,Y,Own,14,9,20,106,66,44,Y,Y,Y,Y,Mexican,N,High-end,567228,125142,385404,18180,4215,12352,Y,5,-79.44373,43.6781
6509,TIM HORTONS,Elizbeth Sanford,6220 FINCH AVE W,7599714315,8394699546,d@tbvgahyof.zwo,xlDC2OolBgaku @ ylv .com,11-20 years,N,Lease,56,3,12,130,22,64,N,Y,Y,N,Mexican,Y,Low-end,125649,15999,16327,4509,1399,585,N,0,-79.58955,43.7423
6510,TIM HORTONS,Angel Hickle,6001 YONGE ST,6849714219,3569529671,no@blsmgk.ekc,QAYz2hptvABOO @ hzd .com,11-20 years,Y,Lease,11,14,9,131,27,60,Y,Y,Y,N,Mexican,N,Low-end,222815,50737,46563,4561,843,953,N,0,-79.41754,43.78928
6511,TIM HORTONS,Malia Olson,481 UNIVERSITY AVE,6813618739,1636893742,qtwcubj@sgab.ilv,Oont0ukpJwFNk @ kkm .com,Under 1 year,Y,Own,38,2,6,120,54,64,Y,N,Y,Y,Mediterranean,Y,High-end,405447,81277,354411,15610,5842,13645,Y,5,-79.38775,43.65524
6512,TIM HORTONS,Kent Schultz,285 REXDALE BLVD,4521735491,9851355172,vzh@iexz.oda,soNj8OnHJaiqg @ pmj .com,6-10 years,N,Own,68,5,8,95,21,40,Y,Y,N,N,Mexican,N,Average,335082,129529,136183,10680,3215,4340,N,0,-79.5802,43.71313
6513,TIM HORTONS,Demetrius Grant,"7331 KINGSTON RD, -1",9434262651,7653958795,ixtyzcvplh@wjtxrbp.tpg,w757n9bbc1XqN @ hkq .com,11-20 years,N,Own,56,2,2,78,8,70,Y,N,Y,Y,Mediterranean,N,Low-end,173848,53094,166208,4805,1596,4594,Y,4,-79.1448,43.79948
6514,TIM HORTONS,Hosea Crona,3999 KEELE ST,6789823715,4985689763,vynmx@rpvagu.dwj,0ekWtp2iZiG2h @ nbj .com,Under 1 year,N,Own,63,1,14,160,62,56,Y,N,Y,Y,Korean,N,High-end,705854,208777,214743,19509,3699,5935,N,0,-79.492679999999993,43.77259
6515,TIM HORTONS,Fatimah Kertzmann,"4901 STEELES AVE W, Unit-1",6323676584,1433721785,exufsdkg@jfvohlaw.fac,O3MnkJqmntUxi @ elg .com,1-5 years,N,Lease,67,1,27,151,41,45,N,N,Y,N,Mexican,Y,Low-end,162546,48989,146420,7136,2957,6428,Y,3,-79.54266,43.77065
6516,TIM HORTONS,Elissa Davis,659 QUEEN ST W,1928697549,3152695462,sta@b.crl,ftyOQ9qVGWhm9 @ wqu .com,1-5 years,Y,Lease,19,19,45,121,52,86,Y,N,Y,N,Korean,N,Average,468738,18850,217279,13442,1728,6231,Y,5,-79.40438,43.64712
6517,TIM HORTONS,Damon Langosh,"150 WYNFORD DR, Unit-1",3685815362,3454562738,x@p.nsh,4Bq6rriTu9w9J @ ecb .com,1-5 years,N,Lease,26,5,30,83,52,67,Y,Y,N,N,Thai,Y,Low-end,234388,14474,168317,7121,2126,5113,Y,2,-79.32664,43.72722
6518,TIM HORTONS,Felicitas Kuvalis,"1571 SANDHURST CRCL, Unit-420",7918234653,8169462465,pmyvtn@yh.nmd,2jG5GNDmvNRFO @ ctm .com,1-5 years,N,Own,52,6,50,130,0,52,Y,Y,N,N,Others,N,Low-end,181462,74750,113401,7086,419,4428,Y,3,-79.26932,43.80923
6519,TIM HORTONS,Tricia Davis,2363 WARDEN AVE,8672199534,6789827549,lgynzarc@hxiyvrbpuc.wzr,76sKSzNievTR8 @ srk .com,Under 1 year,N,Lease,49,19,10,98,31,57,Y,N,Y,N,Mexican,Y,Average,331048,136946,140264,10925,4358,4629,N,0,-79.31002,43.78499
6520,TIM HORTONS,Faustina Pacocha,116 QUEENS PLATE DR,1847894783,8199254251,zgont@lkt.vyx,NA,1-5 years,Y,Lease,17,1,12,143,56,78,Y,Y,Y,Y,Greek,Y,Low-end,164790,89143,102381,7293,1545,4531,N,0,-79.5906,43.71156
6521,TIM HORTONS,Carl Heidenreich,56 WELLESLEY ST W,4769862136,1655619781,aumzqrl@zvmuhw.ngm,NA,1-5 years,N,Lease,22,9,19,72,42,91,N,Y,N,N,Italian,N,Average,241935,60582,67388,8705,858,2424,N,0,-79.38764,43.66465
6522,TIM HORTONS,Tyesha Harris,1269 COLLEGE ST,8697369732,1257413169,nvc@o.wtk,hKtfXpFfqXilS @ xai .com,11-20 years,N,Lease,65,13,47,164,22,92,Y,Y,Y,Y,Japanese,N,Average,239819,14426,379513,7297,2415,11548,Y,1,-79.44001,43.65097
6523,TIM HORTONS,Marshall Corwin,"1801 EGLINTON AVE W, Unit-100",9279625738,3179263418,pkarnqyewm@l.jrs,hDVmWblBNvwdz @ edp .com,6-10 years,N,Own,50,1,7,151,55,40,N,N,Y,N,Thai,N,Low-end,226257,6799,7464,8072,240,266,N,0,-79.44902,43.69577
6524,TIM HORTONS,Kenya Rowe,"150 KING ST W, Unit-4",4529727386,8497868512,jwvklr@ujagpltbsh.jtc,yBcXqdq2hGVsv @ vyn .com,1-5 years,N,Lease,14,5,5,133,26,65,Y,N,N,N,Greek,N,Low-end,146833,1841,738,4893,1841,24,N,0,-79.38449,43.64808
6525,TIM HORTONS,Vita Christiansen,2708 KEELE ST,8164352876,7316196453,ceivkglm@gpnvhezi.pwn,BXyZvd4zM0vYK @ tva .com,1-5 years,N,Own,47,15,42,72,42,56,Y,N,N,N,Chinese,N,Low-end,147620,8525,150666,5171,1974,5278,Y,5,-79.48245,43.72591
6526,TIM HORTONS,Andreas Vandervort,323 RICHMOND ST E,1958362874,6483848154,wzpciotvae@yodjnlfhtz.geo,mOFrKgo5ce6tS @ yjg .com,1-5 years,N,Own,41,12,14,150,8,41,N,N,N,N,Japanese,Y,Average,484799,62709,65873,16412,6860,2230,N,0,-79.36909,43.65338
6527,TIM HORTONS,Jan Yundt,595 BAY ST,5491861547,1649132631,gqtxcb@piendfzhjq.clz,tNaSGByAeXCpY @ ywy .com,Under 1 year,N,Lease,55,6,10,163,47,40,Y,N,Y,N,Mediterranean,N,Low-end,249714,61353,52395,11219,1448,2354,N,0,-79.3833,43.65622
6528,TIM HORTONS,Elisha Maggio,1733 EGLINTON AVE E,1576453567,7563988139,yhvft@d.qmx,KZbPtecjI9FO6 @ aob .com,6-10 years,Y,Own,26,13,11,164,54,84,Y,N,N,N,Greek,Y,Low-end,190778,39739,45151,8210,1184,1943,N,0,-79.31284,43.72567
6529,TIM HORTONS,Gale Steuber,2355 KEELE ST,3199847239,9438656798,acxgs@ity.jfd,astg3xiRhfZDv @ avb .com,11-20 years,N,Own,28,3,31,159,66,93,N,Y,Y,N,Indian,N,Low-end,250659,140704,72197,5407,1336,1557,Y,2,-79.47748,43.70767
6530,TIM HORTONS,Mackenzie White,117 SPADINA AVE,3745981643,8162538392,dsfbz@xvmtpugeqa.rog,8IcEnrDAZwPwJ @ eex .com,1-5 years,Y,Lease,22,2,1,150,7,86,Y,N,N,N,Vietnamese,N,Low-end,239804,57172,61363,7603,1340,1945,N,0,-79.40553,43.67098
6531,TIM HORTONS,Alfonso Fadel,678 KENNEDY RD,5948296749,1946549561,hp@bkmfpoav.pzb,ibdZoQHkw1mhf @ qzw .com,1-5 years,N,Own,50,17,11,116,49,58,Y,Y,Y,N,Japanese,Y,Average,250136,159101,165418,9806,2530,6484,N,0,-79.26601,43.72665
6532,TIM HORTONS,Karen Jast,1060 FINCH AVE W,9872392957,8148927693,guikmxvlqj@expwuzoi.qpv,jOULvPneAOkx7 @ dml .com,1-5 years,N,Lease,35,12,5,75,59,95,Y,Y,Y,N,Japanese,N,High-end,448719,20065,21471,15016,1047,718,N,0,-79.47207,43.76792
6533,TIM HORTONS,Kazuko Schowalter,175 BLOOR ST E,7589819387,4319756832,mlkuih@pme.zkf,hA9ed5D72rcac @ lhq .com,6-10 years,Y,Lease,54,15,29,120,8,67,Y,N,Y,Y,Mexican,N,Average,511201,301810,219969,22168,6524,9538,Y,1,-79.38253,43.67066
6534,TIM HORTONS,Cristi Durgan,2050 VICTORIA PARK AVE,1732312843,3697329763,oezycuipjd@pitv.btn,XASqIEbXDnuzk @ tji .com,Under 1 year,N,Own,51,2,9,93,33,78,Y,Y,Y,Y,Mexican,N,Average,444105,204630,198704,17044,1974,7626,N,0,-79.31403,43.75276
6535,TIM HORTONS,Emil Toy,25 WOODBINE DOWNS BLVD,3952846571,7319381895,k@jluxy.xdt,pzlou0FnO5xf0 @ zkv .com,Under 1 year,Y,Lease,28,2,41,75,5,50,Y,Y,Y,N,Greek,Y,Average,257533,8982,230176,8364,1506,7475,Y,4,-79.60582,43.73546
6536,TIM HORTONS,Michal Gorczany,335 PARLIAMENT ST,6185272914,9826745196,ijrcxp@ukvemyip.esm,cJFgVGdU76ev8 @ uco .com,Under 1 year,Y,Lease,36,13,11,112,62,68,Y,Y,Y,N,Japanese,Y,Average,494519,99129,93213,12762,1457,2405,N,0,-79.36617,43.659910000000004
6537,TIM HORTONS,Cara Spencer,2571 ST CLAIR AVE W,3157697591,8514377624,anws@jpxmalvw.ewc,uzbpFitOl12ZA @ woj .com,1-5 years,N,Own,9,4,8,147,61,70,Y,N,Y,N,Vietnamese,N,Average,262078,52368,45656,11696,5467,2037,N,0,-79.48795,43.66772
6538,TIM HORTONS,Leigha Schuppe,2075 SHEPPARD AVE E,3943848253,2399138793,v@hgj.ykz,FR0H2D0SfPjkq @ ixq .com,1-5 years,Y,Lease,5,15,18,96,8,94,Y,Y,Y,N,American,N,High-end,632922,11448,10721,23818,3754,403,N,0,-79.33442,43.77528
6539,TIM HORTONS,Trey Collins,60 TUXEDO CRT,1727525184,6177129534,zbcgo@jogutqwmzi.gbz,awmcojimzTMRx @ prv .com,Under 1 year,N,Lease,58,16,1,154,51,93,Y,N,Y,Y,Korean,Y,Average,450370,110501,224433,18705,446,9321,Y,5,-79.2325,43.77994
6540,TIM HORTONS,Eddy Schultz,4186 FINCH AVE E,4656985891,7362852849,xqkiwh@t.cuy,kGzoN0oCDe4pi @ pue .com,1-5 years,Y,Lease,18,1,4,113,18,73,N,Y,Y,N,Chinese,Y,Average,386990,100616,104724,14140,2103,3826,N,0,-79.28695,43.8037
6541,TIM HORTONS,Janean Veum,745 COLLEGE ST,6216848231,7455416483,gnydutzpl@myfge.mpk,O0MACjeKvhZkJ @ hsn .com,11-20 years,Y,Own,17,12,51,144,18,59,Y,Y,Y,N,American,Y,High-end,478761,15959,335141,18202,3199,12741,Y,1,-79.41977,43.65501
6542,TIM HORTONS,Geneva Feest,733 KIPLING AVE,2581576287,4759388274,gk@fvyajqsbdt.dbf,n3lFvG0iNvynT @ wzq .com,Over 20 years,N,Own,62,2,9,85,66,56,Y,Y,Y,N,Mediterranean,N,Low-end,189726,53393,179106,7253,1971,6847,Y,1,-79.52854,43.62654
6543,TIM HORTONS,Dustin Pollich,1480 QUEEN ST W,1574985721,3769269682,shrym@dihvwfsq.wmp,sg62Jrt77h393 @ oty .com,1-5 years,N,Own,57,5,19,166,21,90,Y,Y,N,N,Greek,N,Average,352943,64730,211032,15337,6657,9170,Y,2,-79.43715,43.64048
6544,TIM HORTONS,Rachele Koch,3850 SHEPPARD AVE E,1981299742,9176529847,acfpol@spdvnqxjce.orb,zI30AUy8ARHrK @ jtt .com,11-20 years,N,Own,11,17,17,119,39,52,N,Y,Y,N,Mediterranean,N,Average,313234,34484,31882,9118,470,928,N,0,-79.29225,43.78394
6545,TIM HORTONS,Nona Kirlin,205 HUMBER COLLEGE BLVD,4757287823,7657363645,mbcwieodnq@ovnw.ire,pstEZ3pNNt0XF @ car .com,11-20 years,N,Lease,67,1,15,80,57,45,N,Y,Y,N,Others,N,Low-end,189550,38762,44523,6018,2214,1413,N,0,-79.60684,43.72917
6546,TIM HORTONS,Asuncion Hilll,3316 LAKE SHORE BLVD W,6531673847,4562761794,ljyzvasgf@xmhkwrngsf.zsj,b3XcZCR3tyHDk @ teg .com,1-5 years,N,Lease,52,19,8,157,4,79,Y,Y,N,Y,American,Y,High-end,759807,156614,152192,26491,4006,5306,N,0,-79.52483,43.59674
6547,TIM HORTONS,Britta Russel,751 DON MILLS RD,5843988297,4183482576,ledhzmp@yvsnap.vpn,2WaqUfbpWPZT7 @ cwz .com,6-10 years,Y,Own,58,10,13,81,51,83,Y,Y,N,N,Others,N,Low-end,144904,64975,67003,2986,17,1380,N,0,-79.33565,43.71413
6548,TIM HORTONS,Jay Aufderhar,3140 DUFFERIN ST,7355476493,5162931489,eabcgkqr@iqflpnmztr.lyu,EfaR8yLjitrzA @ wto .com,Under 1 year,N,Lease,19,14,4,147,33,81,Y,Y,Y,N,Mexican,Y,Average,292720,112167,98153,10471,2571,3511,N,0,-79.4563,43.71673
6549,TIM HORTONS,Scot Hilpert,2150 BLOOR ST W,8674567586,4854567184,yt@zdowjl.cam,L2c3qEAKoRM29 @ bez .com,11-20 years,Y,Lease,5,7,19,100,61,73,N,Y,Y,N,Korean,N,Low-end,272493,76439,82137,7696,313,2320,N,0,-79.47341,43.65201
6550,TIM HORTONS,Barbera Runte,"40 EGLINTON SQ, Unit-121",9142741374,5768158459,nychtmrjz@iwuz.adb,KOINgF0TlB9iE @ aml .com,Over 20 years,Y,"Lease, want to purchase",67,11,13,160,13,46,Y,N,Y,N,Greek,Y,Low-end,224392,7892,7795,7836,617,272,N,0,-79.29838,43.72431
